Product_Title,Price,Shop,Category_Id
COLORFUL GEFORCE RTX 2080 CH 8GB GDDR6 GRAPHICS CARD #212327108002,63000,RYANS,1
GIGABYTE GEFORCE RTX 2080 WINDFORCE OC 8GB GDDR6 GRAPHICS CARD #GV-N2080WF3OC-8GC,67000,RYANS,1
ASUS AMD RADEONVII-16G 16GB HBM2 GRAPHICS CARD,71500,RYANS,1
SAPPHIRE RADEON VII 16G HBM2 HDMI TRIPLE DP (UEFI) 16GB GRAPHICS CARD #21291-01-40G,71500,RYANS,1
COLORFUL IGAME GEFORCE RTX 2080 ADVANCED OC 8GB GDDR6 GRAPHICS CARD #212326108805,72800,RYANS,1
ZOTAC GAMING GEFORCE RTX 2080 SUPER TWIN FAN 8GB GDDR6 GRAPHICS CARD #ZT-T20820F-10P,74000,RYANS,1
GIGABYTE AORUS GEFORCE RTX 2080 XTREME 8GB GDDR6 GRAPHICS CARD #GV-N2080AORUS X-8GC,76000,RYANS,1
MSI GEFORCE RTX 2080 VENTUS 8G V2 8GB GDDR6 GRAPHICS CARD,77500,RYANS,1
ZOTAC GAMING GEFORCE RTX 2080 8GB GDDR6 GRAPHICS CARD #ZT-T20800A-10P,86000,RYANS,1
COLORFUL GEFORCE RTX 2080TI CH 11GB GDDR6 GRAPHICS CARD #212327108001,102000,RYANS,1
